Date of IPO,Name,Ticker,ROI,ARR,Status,sector,exchange,country,industry,marketCap,heldPercentInstitutions,logo_url
2021-01-29,Z-Work Acquisition Corp.,ZWRK,0.002,0.011000000000000001,Seeking a Target,Financial Services,NCM,United States,Shell Companies,281750016,0.06,
2021-01-28,ITHAX Acquisition Corp.,ITHX,0.02,0.09699999999999999,Seeking a Target,Financial Services,NCM,United States,Shell Companies,,,
2021-01-28,Ignyte Acquisition Corp.,IGNY,0.023,0.11,Seeking a Target,Financial Services,NMS,United States,Shell Companies,,0,
2021-01-28,TLG Acquisition One Corp.,TLGA,0.004,0.019,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,492000000,,
2021-01-27,Constellation Acquisition Corp I,CSTA,0.038,0.18600000000000003,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,390108128,0.067329995,
2021-01-27,Climate Real Impact Solutions II Acquisition Corporation,CLIM,0.03,0.147,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,,,
2021-01-27,HealthCor Catalio Acquisition Corp.,HCAQ,0.006999999999999999,0.033,Seeking a Target,Financial Services,NMS,United States,Shell Companies,256333024,0.11359999,
2021-01-27,Fortistar Sustainable Solutions Corp.,FSSI,0.035,0.172,Seeking a Target,Financial Services,NCM,United States,Shell Companies,318586432,,https://logo.clearbit.com/fortistarssc.com
2021-01-26,Biotech Acquisition Company,BIOT,0.019,0.09,Seeking a Target,Financial Services,NCM,United States,Shell Companies,281750016,0.06522,
2021-01-26,Hudson Executive Investment Corp. II,HCII,0.002,0.006999999999999999,Seeking a Target,Financial Services,NCM,United States,Shell Companies,,,
2021-01-26,Bridgetown 2 Holdings Limited,BTNB,0.031,0.149,Seeking a Target,Financial Services,NMS,Hong Kong,Shell Companies,385336256,0.25105,
2021-01-26,"LMF Acquisition Opportunities, Inc.",LMAO,0.03,0.14400000000000002,Seeking a Target,Financial Services,NCM,United States,Shell Companies,129492168,0.070300005,
2021-01-26,D and Z Media Acquisition Corp.,DNZ,0.019,0.09,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,355421888,,
2021-01-26,Science Strategic Acquisition Corp. Alpha,SSAA,0.008,0.039,Seeking a Target,Financial Services,NCM,United States,Shell Companies,305842496,,
2021-01-26,DiamondHead Holdings Corp.,DHHC,0.01,0.044000000000000004,Seeking a Target,Financial Services,NCM,United States,Shell Companies,338445024,0.06957,
2021-01-22,Jack Creek Investment Corporation,JCIC,0.013999999999999999,0.062,Seeking a Target,Financial Services,NCM,United States,Shell Companies,423056256,0.00033,
2021-01-22,SCP & CO Healthcare Acquisition Company,SHAC,0.012,0.053,Seeking a Target,Financial Services,NCM,United States,Shell Companies,281606240,0.12941,
2021-01-22,Liberty Media Acquisition Corp.,LMACA,0.08800000000000001,0.44299999999999995,Seeking a Target,Financial Services,NMS,United States,Shell Companies,,1.0000001e-05,
2021-01-22,Virtuoso Acquisition Corp.,VOSO,0.015,0.065,Seeking a Target,Financial Services,NMS,United States,Shell Companies,,0.13566,
2021-01-22,European Sustainable Growth Acquisition Corp.,EUSG,0.026000000000000002,0.11900000000000001,Seeking a Target,Financial Services,NCM,United States,Shell Companies,178034400,,
2021-01-22,North Atlantic Acquisition Corporation,NAAC,0.016,0.07,Seeking a Target,Financial Services,NMS,United States,Shell Companies,464887520,,https://logo.clearbit.com/naacq.com
2021-01-22,Primavera Capital Acquisition Corporation,PV,0.039,0.18100000000000002,Seeking a Target,Financial Services,NYQ,Hong Kong,Shell Companies,534812480,,
2021-01-22,One Equity Partners Open Water I Corp.,OEPW,0.009000000000000001,0.040999999999999995,Seeking a Target,Financial Services,NCM,United States,Shell Companies,483450816,,
2021-01-20,Legato Merger Corporation,LEGO,0.036000000000000004,0.161,Seeking a Target,Financial Services,NMS,United States,Shell Companies,260954400,0,
2021-01-20,FoxWayne Enterprises Acquisition Corp.,FOXW,0.034,0.152,Seeking a Target,Financial Services,NCM,United States,Shell Companies,70796880,0.41889,https://logo.clearbit.com/foxwayne.com
2021-01-20,TZP Strategies Acquisition Corp.,TZPS,0.01,0.045,Seeking a Target,Financial Services,NCM,United States,Shell Companies,355505888,,https://logo.clearbit.com/tzpgroup.com
2021-01-20,Queens Gambit Growth Capital,GMBT,0.022000000000000002,0.09699999999999999,Seeking a Target,Financial Services,NCM,United States,Shell Companies,425643744,0.05797,
2021-01-20,Oyster Enterprises Acquisition Corp.,OSTR,-0.001,-0.006,Seeking a Target,Financial Services,NCM,United States,Shell Companies,279450016,0.04948,https://logo.clearbit.com/oysterenterprisesacquisitioncorp.com
2021-01-20,"Gores Metropoulos II, Inc.",GMII,0.028999999999999998,0.13,Seeking a Target,Financial Services,NMS,United States,Shell Companies,559349952,,
2021-01-15,Healthcare Capital Corp.,HCCC,0.024,0.1,Seeking a Target,Financial Services,NCM,United States,Shell Companies,,0.053639997,
2021-01-15,Group Nine Acquisition Corp.,GNAC,0.03,0.127,Seeking a Target,Financial Services,NCM,United States,Shell Companies,284768736,0.0587,https://logo.clearbit.com/gnacinc.com
2021-01-15,Authentic Equity Acquisition Corp.,AEAC,0.026000000000000002,0.106,Seeking a Target,Financial Services,NMS,United States,Shell Companies,225860000,0.06087,
2021-01-15,Hennessy Capital Investment Corp. V,HCIC,0.011000000000000001,0.044000000000000004,Seeking a Target,Financial Services,NMS,United States,Shell Companies,,0.09,
2021-01-15,OCA Acquisition Corp.,OCAX,0.027000000000000003,0.113,Seeking a Target,Financial Services,NMS,United States,Shell Companies,185380000,,
2021-01-15,26 Capital Acquisition Corp.,ADER,0.027999999999999997,0.115,Seeking a Target,Financial Services,NMS,United States,Shell Companies,336875008,0.00042,
2021-01-15,Edify Acquisition Corp.,EAC,0.011000000000000001,0.046,Seeking a Target,Financial Services,NMS,United States,Shell Companies,338100000,,
2021-01-15,Class Acceleration Corp.,CLAS,0.008,0.033,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,,,
2021-01-14,Environmental Impact Acquisition Corp.,ENVI,0.024,0.09699999999999999,Seeking a Target,Financial Services,NMS,United States,Shell Companies,253575008,0.089370005,https://logo.clearbit.com/canaccordgenuity.com
2021-01-14,Monument Circle Acquisition Corp.,MON,0.009000000000000001,0.035,Seeking a Target,Financial Services,NCM,United States,Shell Companies,307812512,,
2021-01-14,Silver Crest Acquisition Corporation,SLCR,0.013000000000000001,0.052000000000000005,Seeking a Target,Financial Services,NCM,Hong Kong,Shell Companies,424781280,0.00058,
2021-01-13,Marlin Technology Corporation,FINM,0.006999999999999999,0.026000000000000002,Seeking a Target,Financial Services,NMS,United States,Shell Companies,507150016,0.059439998,https://logo.clearbit.com/marlintechcorp.com
2021-01-13,"Hamilton Lane Alliance Holdings I, Inc.",HLAH,0.018000000000000002,0.071,Seeking a Target,Financial Services,NMS,United States,Shell Companies,321458912,,https://logo.clearbit.com/hlallianceholdings.com
2021-01-13,Northern Genesis Acquisition Corp. II,NGAB,0.053,0.223,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,,,
2021-01-13,Deep Lake Capital Acquisition Corp.,DLCA,0.03,0.12300000000000001,Seeking a Target,Financial Services,NMS,United States,Shell Companies,253833760,0.15694,
2021-01-13,Fortress Capital Acquisition Corp.,FCAX,0.019,0.077,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,,0.07857,https://logo.clearbit.com/fortresscapitalac.com
2021-01-13,Pontem Corporation,PNTM,0.004,0.013999999999999999,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,843093696,,https://logo.clearbit.com/pontemcorp.com
2021-01-12,Big Cypress Acquisition Corp.,BCYP,0.034,0.136,Seeking a Target,Financial Services,NMS,United States,Shell Companies,146294864,0.04399,
2021-01-12,Global Partner Acquisition Corp II,GPAC,-0.002,-0.006,Seeking a Target,Financial Services,NCM,United States,Shell Companies,372375008,,
2021-01-12,Athlon Acquisition Corp.,SWET,0.016,0.062,Seeking a Target,Financial Services,NCM,United States,Shell Companies,340169984,,
2021-01-12,Adit EdTech Acquisition Corp.,ADEX,0.01,0.037000000000000005,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,,0.00084,https://logo.clearbit.com/aditedtech.com
2021-01-12,"890 5th Avenue Partners, Inc.",ENFA,0.01,0.039,Seeking a Target,Financial Services,NMS,United States,Shell Companies,361642752,0.00051,https://logo.clearbit.com/890fifthavenue.com
2021-01-08,Leo Holdings Corp. II,LHC,0.02,0.076,Seeking a Target,Financial Services,NYQ,Bahamas,Shell Companies,467812480,,
2021-01-08,Tastemaker Acquisition Corporation,TMKR,0.016,0.059000000000000004,Seeking a Target,Financial Services,NCM,United States,Shell Companies,340169984,0.05061,https://logo.clearbit.com/tastemakeracquisition.com
2021-01-08,Epiphany Technology Acquisition Corp.,EPHY,0.013999999999999999,0.052000000000000005,Seeking a Target,Financial Services,NMS,United States,Shell Companies,500902496,1.0000001e-05,https://logo.clearbit.com/epiphanytechacquisition.com
2021-01-08,KL Acquisition Corp,KLAQ,0.015,0.057999999999999996,Seeking a Target,Financial Services,NCM,United States,Shell Companies,354703136,0.051570002,
2021-01-08,LightJump Acquisition Corporation,LJAQ,0.018000000000000002,0.068,Seeking a Target,Financial Services,NCM,United States,Shell Companies,,0,https://logo.clearbit.com/lightjumpcap.com
2021-01-08,Switchback II Corporation,SWBK,0.040999999999999995,0.162,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,395312000,,
2021-01-08,Locust Walk Acquisition Corp.,LWAC,0.016,0.06,Seeking a Target,Financial Services,NCM,United States,Shell Companies,221953008,0.106850006,https://logo.clearbit.com/locustwalkacquisitioncorp.com
2021-01-08,Global Synergy Acquisition Corp.,GSAQ,0.027999999999999997,0.106,Seeking a Target,Financial Services,NMS,United States,Shell Companies,320203616,0.10191,
2021-01-08,Prospector Capital Corp.,PRSR,0.015,0.057999999999999996,Seeking a Target,Financial Services,NMS,United States,Shell Companies,399343744,1.0000001e-05,
2021-01-08,SVF Investment Corp.,SVFA,0.066,0.267,Seeking a Target,Financial Services,NMS,United States,Shell Companies,768272384,0.0033500001,
2021-01-08,Pioneer Merger Corp.,PACX,0.012,0.045,Seeking a Target,Financial Services,NMS,United States,Shell Companies,493565632,0.11056,
2021-01-08,Provident Acquisition Corp.,PAQC,0.03,0.114,Seeking a Target,Financial Services,NCM,Hong Kong,Shell Companies,281750016,,
2021-01-08,Empowerment & Inclusion Capital I Corp.,EPWR,0.016,0.061,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,340860000,,https://logo.clearbit.com/empowermentandinclusion.com
2021-01-08,Powered Brands,POW,0.009000000000000001,0.033,Seeking a Target,Financial Services,NCM,United States,Shell Companies,338100000,0.04982,
2021-01-07,KludeIn I Acquisition Corp.,INKA,0.015,0.055,Seeking a Target,Financial Services,NCM,United States,Shell Companies,211743744,,
2021-01-07,Vickers Vantage Corp. I,VCKA,0.019,0.073,Seeking a Target,Financial Services,NCM,Singapore,Shell Companies,171810000,0.16957001,https://logo.clearbit.com/vickersvantage.com
2021-01-07,Altimeter Growth Corp. 2,AGCB,0.095,0.397,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,618800768,0.055960003,https://logo.clearbit.com/altimetergrowth.com
2021-01-07,Ivanhoe Capital Acquisition Corp.,IVAN,0.053,0.20800000000000002,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,346380000,,
2021-01-07,VectoIQ Acquisition Corp. II,VTIQ,0.031,0.11800000000000001,Seeking a Target,Financial Services,NMS,United States,Shell Companies,341553440,0.00071999995,https://logo.clearbit.com/vectoiq.com
2021-01-07,Bright Lights Acquisition Corp.,BLTS,0.012,0.045,Seeking a Target,Financial Services,NMS,United States,Shell Companies,281750016,,https://logo.clearbit.com/brightlightsacquisition.com
2021-01-07,Omega Alpha SPAC,OMEG,0.008,0.03,Seeking a Target,Financial Services,NCM,United States,Shell Companies,172500000,0.16258,
2021-01-06,Sports Ventures Acquisition Corporation,AKIC,0.015,0.055,Seeking a Target,Financial Services,NCM,United States,Shell Companies,290864896,0.05178,
2021-01-06,Poema Global Holdings Corp.,PPGH,0.016,0.06,Seeking a Target,Financial Services,NMS,United States,Shell Companies,422409376,,https://logo.clearbit.com/poema-global.com
2021-01-06,Star Peak Corp II,STPC,0.06,0.23800000000000002,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,508156256,0.12484,https://logo.clearbit.com/stpc.starpeakcorp.com
2021-01-06,Kairos Acquisition Corp.,KAIR,0.034,0.13,Seeking a Target,Financial Services,NMS,United States,Shell Companies,272412000,,
2021-01-05,Crucible Acquisition Corporation,CRU,0.045,0.174,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,322467680,0.052210003,https://logo.clearbit.com/crucibleacquisition.com
2021-01-04,Benessere Capital Acquisition Corp.,BENE,0.044000000000000004,0.166,Seeking a Target,Financial Services,NCM,United States,Shell Companies,149086944,0.5597,https://logo.clearbit.com/benespac.com
2021-01-04,Fortress Value Acquisition Corp. III,FVT,0.013000000000000001,0.049,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,285774976,0.06523,
2020-12-24,Ventoux CCM Acquisition Corp.,VTAQ,0.051,0.174,Seeking a Target,Financial Services,NMS,United States,Shell Companies,215624992,0.11622,
2020-12-23,Healthcare Services Acquisition Corporation,HCAR,0.017,0.054000000000000006,Seeking a Target,Financial Services,NMS,United States,Shell Companies,406548000,,https://logo.clearbit.com/healthcarespac.com
2020-12-23,Viveon Health Acquisition Corp.,VHAQ,0.018000000000000002,0.059000000000000004,Seeking a Target,Financial Services,ASE,United States,Shell Companies,251058864,0.05513,
2020-12-23,7GC & Co. Holdings Inc.,VII,0.024,0.077,Seeking a Target,Financial Services,NMS,United States,Shell Companies,282037504,0.00043000001,https://logo.clearbit.com/7gc.holdings
2020-12-23,CF Acquisition Corp. IV,CFIV,0.015,0.048,Seeking a Target,Financial Services,NCM,United States,Shell Companies,624204992,0.00097000005,
2020-12-21,Ackrell SPAC Partners I Co,ACKIT,0.024,0.079,Seeking a Target,Financial Services,NCM,United States,Shell Companies,,,https://logo.clearbit.com/ackrellspac.com
2020-12-18,Dune Acquisition Corporation,DUNE,0.013999999999999999,0.045,Seeking a Target,Financial Services,NMS,United States,Shell Companies,169050000,0.12726,
2020-12-18,INSU Acquisition Corp. III,IIII,0.028999999999999998,0.092,Seeking a Target,Financial Services,NMS,United States,Shell Companies,339636000,0.07052,
2020-12-18,MedTech Acquisition Corporation,MTAC,0.022000000000000002,0.068,Seeking a Target,Financial Services,NMS,United States,Shell Companies,306250016,0.00241,
2020-12-18,Golden Falcon Acquisition Corp.,GFX,0.027999999999999997,0.08800000000000001,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,424781280,0.00148,
2020-12-18,Seven Oaks Acquisition Corp.,SVOK,0.03,0.094,Seeking a Target,Financial Services,NMS,United States,Shell Companies,316969248,0.00312,https://logo.clearbit.com/sevenoaksacquisition.com
2020-12-17,Corner Growth Acquisition Corp.,COOL,0.013999999999999999,0.042,Seeking a Target,Financial Services,NCM,United States,Shell Companies,491500000,0.0001,https://logo.clearbit.com/cornergrowth.com
2020-12-17,ScION Tech Growth I,SCOA,0.028999999999999998,0.09,Seeking a Target,Financial Services,NMS,United Kingdom,Shell Companies,,0.00155,
2020-12-16,Churchill Capital Corporation V,CCV,0.034,0.105,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,621256256,0.0683,https://logo.clearbit.com/v.churchillcapitalcorp.com
2020-12-15,Blue Water Acquisition Corporation,BLUW,0.065,0.207,Seeking a Target,Financial Services,NCM,United States,Shell Companies,73056408,0.10634,
2020-12-15,KINS Technology Group Inc.,KINZ,0.02,0.061,Seeking a Target,Financial Services,NCM,United States,Shell Companies,340860000,0.07487,https://logo.clearbit.com/kins-tech.com
2020-12-15,Americas Technology Acquisition Corp.,ATA,0.027999999999999997,0.086,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,145000000,0.05172,
2020-12-15,Marquee Raine Acquisition Corp.,MRAC,0.021,0.063,Seeking a Target,Financial Services,NMS,United States,Shell Companies,464056832,0.12682,
2020-12-11,"CBRE Acquisition Holdings, Inc.",CBAH,0.023,0.069,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,422624992,0.00082,https://logo.clearbit.com/cbreacquisitionholdings.com
2020-12-11,Delwinds Insurance Acquisition Corporation,DWIN,0.011000000000000001,0.033,Seeking a Target,NaN,NYQ,NaN,NaN,253246016,NaN,
2020-12-11,EdTechX Holdings Acquisition Corporation II,EDTX,0.015,0.044000000000000004,Seeking a Target,Financial Services,NMS,United Kingdom,Shell Companies,113965000,0.05217,https://logo.clearbit.com/edtechxcorp.com
2020-12-11,Thayer Ventures Acquisition Corporation,TVAC,0.035,0.106,Seeking a Target,Financial Services,NCM,United States,Shell Companies,215624992,0.0013600001,https://logo.clearbit.com/thayerventures.com
2020-12-11,Globis Acquisition Corp.,GLAQ,0.073,0.226,Seeking a Target,Financial Services,NMS,United States,Shell Companies,150959520,0.11663,
2020-12-11,Senior Connect Acquisition Corp. I,SNRH,0.021,0.064,Seeking a Target,Financial Services,NCM,United States,Shell Companies,509742656,0.0005,
2020-12-11,Motive Capital Corp,MOTV,0.024,0.07,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,512066272,0.06455,
2020-12-10,Periphas Capital Partnering Corporation,PCPC,-0.011000000000000001,-0.032,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,438336384,0.16121,https://logo.clearbit.com/periphascapitalpartneringcorp.com
2020-12-10,Carney Technology Acquisition Corp. II,CTAQ,0.017,0.051,Seeking a Target,Financial Services,NMS,United States,Shell Companies,510702496,0.060089998,
2020-12-09,Altitude Acquisition Corporation,ALTU,0.073,0.223,Seeking a Target,Financial Services,NCM,United States,Shell Companies,370871264,0.06012,https://logo.clearbit.com/altitudeac.com
2020-12-09,HumanCo Acquisition Corp.,HMCO,0.069,0.20800000000000002,Seeking a Target,Financial Services,NMS,United States,Shell Companies,381684384,0.00090000004,
2020-12-09,Frazier Lifesciences Acquisition Corporation,FLAC,0.025,0.07400000000000001,Seeking a Target,Financial Services,NMS,United States,Shell Companies,184787904,,
2020-12-08,Concord Acquisition Corp.,CND,0.036000000000000004,0.105,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,280401280,0.06349,https://logo.clearbit.com/concordacquisitioncorp.com
2020-12-08,DD3 Acquisition Corp. II,DDMX,0.045,0.131,Seeking a Target,Financial Services,NCM,Mexico,Shell Companies,158750384,0.09736,
2020-12-04,PropTech Investment Corporation II,PTIC,0.015,0.042,Seeking a Target,Financial Services,NCM,United States,Shell Companies,282324992,0.16407,https://logo.clearbit.com/proptechinvestmentcorp.com
2020-12-03,Far Peak Acquisition Corporation,FPAC,0.025,0.07,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,687037504,0.10667,https://logo.clearbit.com/farpeak.com
2020-12-03,Highland Transcend Partners I Corp.,HTPA,0.028999999999999998,0.08,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,371624992,0.06947,https://logo.clearbit.com/highlandtranscend.com
2020-12-03,Live Oak Acquisition Corp. II,LOKB,0.064,0.183,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,314826880,0.14166,
2020-12-02,Trepont Acquisition Corp I,TACA,0.024,0.068,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,227907008,0.05389,
2020-11-30,Seaport Global Acquisition Corporation,SGAM,0.047,0.129,Seeking a Target,Financial Services,NCM,United States,Shell Companies,177891120,0.56205004,https://logo.clearbit.com/seaportglobalacquisition.com
2020-11-24,Tiga Acquisition Corp.,TINV,0.061,0.163,Seeking a Target,Financial Services,NYQ,Singapore,Shell Companies,348519008,0.0231,https://logo.clearbit.com/tiga-corp.com
2020-11-23,Breeze Holdings Acquisition Corp.,BREZ,0.09,0.243,Seeking a Target,Financial Services,NMS,United States,Shell Companies,146834992,1.02398,
2020-11-20,Aequi Acquisition Corporation,ARBG,0.016,0.039,Seeking a Target,Financial Services,NCM,United States,Shell Companies,283187520,0.13123,
2020-11-20,Cascade Acquisition Corporation,CAS,0.032,0.08199999999999999,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,286062496,0.06608,
2020-11-20,Kingswood Acquisition Corporation,KWAC,0.048,0.122,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,145803520,0,
2020-11-20,LifeSci Acquisition II Corporation,LSAQ,0.011000000000000001,0.027999999999999997,Seeking a Target,Financial Services,NMS,United States,Shell Companies,101314352,0.75706,https://logo.clearbit.com/lifesciacquisition.com
2020-11-20,Omnichannel Acquisition Corp.,OCA,0.039,0.098,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,255285632,0.13583,https://logo.clearbit.com/omnichannelcorp.com
2020-11-19,Investindustrial Acquisition Corporation,IIAC,0.033,0.08199999999999999,Seeking a Target,Financial Services,NYQ,United Kingdom,Shell Companies,499100000,0.00745,https://logo.clearbit.com/investindustrial-aquisition-corp.com
2020-11-19,Jiya Acquisition Corp.,JYAC,-0.003,-0.006999999999999999,Seeking a Target,Financial Services,NMS,United States,Shell Companies,138076288,0.89255,https://logo.clearbit.com/jiyacorp.com
2020-11-19,L & F Acquisition Corporation,LNFA,0.031,0.078,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,171637504,0.13924,https://logo.clearbit.com/lfacquisitioncorp.com
2020-11-19,"Population Health Investment Co., Inc.",PHIC,0.027999999999999997,0.071,Seeking a Target,Financial Services,NMS,United States,Shell Companies,212175008,0.04659,
2020-11-17,OTR Acquisition Corporation,OTRA,0.028999999999999998,0.071,Seeking a Target,Financial Services,NMS,United States,Shell Companies,133744208,0.53343,https://logo.clearbit.com/otracquisition.com
2020-11-17,Dragoneer Growth Opportunities Corp. II,DGNS,0.027999999999999997,0.07,Seeking a Target,Financial Services,NCM,United States,Shell Companies,370131936,0.63426995,https://logo.clearbit.com/dragoneergrowth.com
2020-11-17,Zanite Acquisition Corp.,ZNTE,0.064,0.163,Seeking a Target,Financial Services,NMS,United States,Shell Companies,230460016,0.07698,https://logo.clearbit.com/zaniteacquisition.com
2020-11-17,Pine Island Acquisition Corporation,PIPP,0.063,0.16,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,269982176,0.068909995,https://logo.clearbit.com/pineislandac.com
2020-11-13,Health Assurance Acquisition Corp.,HAAC,0.11699999999999999,0.298,Seeking a Target,Financial Services,NMS,United States,Shell Companies,570543744,0.07658,https://logo.clearbit.com/healthassuranceacqcorp.com
2020-11-13,Better World Acquisition Corporation,BWAC,0.091,0.22899999999999998,Seeking a Target,Financial Services,NCM,United States,Shell Companies,144690992,0.21160999,
2020-11-11,Natural Order Acquisition Corporation,NOAC,0.096,0.239,Seeking a Target,Financial Services,NMS,United States,Shell Companies,290556128,0.05375,https://logo.clearbit.com/natorac.com
2020-11-10,Edoc Acquisition Corporation,ADOC,0.086,0.21,Seeking a Target,Financial Services,NCM,United States,Shell Companies,118984320,0.67887,
2020-11-06,Roman DBDR Tech Acquisition Corporation,DBDR,0.051,0.11900000000000001,Seeking a Target,Financial Services,NMS,United States,Shell Companies,294081184,0.64128,
2020-10-30,CONX Corporation,CONX,0.03,0.066,Seeking a Target,Financial Services,NMS,United States,Shell Companies,937699968,0.18866,
2020-10-30,Bull Horn Holdings Corporation,BHSE,0.042,0.09300000000000001,Seeking a Target,Financial Services,NCM,United States,Shell Companies,93093752,0.40112,https://logo.clearbit.com/bullhornse.com
2020-10-29,Duddell Street Acquisition Corporation,DSAC,0.081,0.182,Seeking a Target,Financial Services,NCM,Hong Kong,Shell Companies,217875008,0.48188,https://logo.clearbit.com/dsac.co
2020-10-28,Bluescape Opportunities Acquisition Corporation,BOAC,0.08800000000000001,0.19699999999999998,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,759375040,0.37752,https://logo.clearbit.com/bluescapegroup.com
2020-10-27,Mallard Acquisition Corporation,MACU,0.046,0.1,Seeking a Target,Financial Services,NMS,United States,Shell Companies,141201552,0.21083,https://logo.clearbit.com/mallardspac.com
2020-10-27,Lux Health Tech Acquisition Corporation,LUXA,0.068,0.15,Seeking a Target,Financial Services,NCM,United States,Shell Companies,439012512,0.35077998,https://logo.clearbit.com/luxhealth.tech
2020-10-23,Eucrates Biomedical Acquisition Corporation,EUCR,0.025,0.053,Seeking a Target,Financial Services,NCM,United States,Shell Companies,133514272,0.1421,
2020-10-22,BCLS Acquisition Corporation,BLSA,0.033,0.07,Seeking a Target,Financial Services,NCM,United States,Shell Companies,196068336,0.97521,https://logo.clearbit.com/bclsacquisitioncorp.com
2020-10-22,Yellowstone Acquisition Company,YSAC,0.046,0.09699999999999999,Seeking a Target,Financial Services,NMS,United States,Shell Companies,170835936,0.36285,https://logo.clearbit.com/yellowstoneac.com
2020-10-22,Tekkorp Digital Acquisition Corporation,TEKK,0.047,0.1,Seeking a Target,Financial Services,NMS,United States,Shell Companies,317046880,0.26647,https://logo.clearbit.com/tekkorpdigital.com
2020-10-21,"DPCM Capital, Inc.",XPOA,0.043,0.091,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,370124992,0.29262,https://logo.clearbit.com/dpcmcapital.com
2020-10-21,H.I.G. Acquisition Corporation,HIGA,0.03,0.063,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,454021120,0.47512,https://logo.clearbit.com/higacquisitioncorp.com
2020-10-21,Lefteris Acquisition Corporation,LFTR,0.027000000000000003,0.057,Seeking a Target,Financial Services,NMS,United States,Shell Companies,256285248,0.28603,https://logo.clearbit.com/lefteris.company
2020-10-21,Sarissa Capital Acquisition Corporation,SRSA,0.042,0.08800000000000001,Seeking a Target,Financial Services,NCM,United States,Shell Companies,251500016,0.37976003,
2020-10-20,Horizon Acquisition Corporation II,HZON,0.066,0.141,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,663140608,0.20372,
2020-10-20,Helix Acquisition Corporation,HLXA,0.019,0.039,Seeking a Target,Financial Services,NCM,United States,Shell Companies,154330752,0.91440004,
2020-10-16,Bridgetown Holdings Limited,BTWN,0.156,0.33799999999999997,Seeking a Target,Financial Services,NMS,Hong Kong,Shell Companies,787615360,0.12883,
2020-10-16,Turmeric Acquisition Corporation,TMPM,0.013999999999999999,0.027999999999999997,Seeking a Target,Financial Services,NCM,United States,Shell Companies,124827160,0.07293,
2020-10-15,Spartacus Acquisition Corporation,TMTS,0.034,0.068,Seeking a Target,Financial Services,NCM,United States,Shell Companies,249250000,0.66257006,https://logo.clearbit.com/spartacus-ac.com
2020-10-14,5:01 Acquisition Corporation,FVAM,0.01,0.02,Seeking a Target,Financial Services,NCM,United States,Shell Companies,111007280,0.90829,
2020-10-09,Social Capital Hedosophia IV,IPOD,0.141,0.29,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,612950016,0.44597998,https://logo.clearbit.com/socialcapitalhedosophiaholdings.com
2020-10-09,Social Capital Hedosophia VI,IPOF,0.1,0.20199999999999999,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,1487812608,0.49492002,https://logo.clearbit.com/socialcapitalhedosophiaholdings.com
2020-10-08,"Petra Acquisition, Inc.",PAIC,0.061,0.121,Seeking a Target,Financial Services,NMS,United States,Shell Companies,91340808,0.42924,
2020-10-07,Montes Archimedes Acquisition Corporation,MAAC,0.026000000000000002,0.051,Seeking a Target,Financial Services,NCM,United States,Shell Companies,504926944,0.46075,https://logo.clearbit.com/montesarchimedesacquisitioncorp.com
2020-10-06,FirstMark Horizon Acquisition Corporation,FMAC,0.063,0.124,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,517500000,0.57558995,https://logo.clearbit.com/firstmarkhorizon.com
2020-10-02,Vy Global Growth,VYGG,0.064,0.122,Seeking a Target,Financial Services,NYQ,Cayman Islands,Shell Companies,624220352,0.89667,https://logo.clearbit.com/vygg.com
